,id_cliente,churn,genero,idoso,parceiro,dependentes,meses_contrato,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte,streaming_tv,streaming_filmes,contrato,fatura_online,forma_pagamento,cobranca_diaria,cobranca_mensal,cobranca_total
3234,4518-FZBSX,No,Male,No,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.675,20.25,854.9
3235,4521-WFJAI,No,Male,No,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.865,25.95,1444.05
3236,4521-YEEHE,No,Female,No,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,2.9616666666666664,88.85,1594.75
3237,4522-AKYLR,No,Female,Yes,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,1.8266666666666667,54.8,731.3
3238,4522-XRWWI,No,Male,No,Yes,No,42,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),2.6816666666666666,80.45,3375.9
3239,4523-WXCEF,Yes,Female,No,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,3.3699999999999997,101.1,6039.9
3240,4524-QCSSM,No,Male,No,No,No,26,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1.4883333333333333,44.65,1156.55
3241,4525-VZCZG,No,Male,No,No,Yes,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,3.5283333333333333,105.85,5826.65
3242,4526-EXKKN,No,Male,No,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0.8200000000000001,24.6,973.95
3243,4526-RMTLL,No,Male,No,Yes,Yes,8,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),2.5383333333333336,76.15,645.8
3244,4526-ZJJTM,No,Female,Yes,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),2.9466666666666668,88.4,2191.15
3245,4529-CKBCL,Yes,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,2.6733333333333333,80.2,146.05
3246,4530-NDRKU,No,Female,No,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,0.635,19.05,761.85
3247,4531-AUZNK,No,Female,No,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,3.171666666666667,95.15,5000.05
3248,4534-WGCIR,No,Female,No,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.8383333333333333,25.15,1509.9
3249,4536-IPCKQ,undefined,Male,No,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,3.2866666666666666,98.6,5581.05
3250,4536-PLEQY,No,Male,No,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),2.835,85.05,999.8
3251,4537-CIBHB,No,Female,No,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.675,20.25,172.35
3252,4537-DKTAL,No,Female,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1.5183333333333333,45.55,84.4
3253,4538-WNTMJ,No,Female,No,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.8316666666666667,24.95,1165.9
3254,4541-RMRLG,Yes,Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0.6416666666666667,19.25,112.3
3255,4544-RXFMG,No,Male,No,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,1.4483333333333335,43.45,345.5
3256,4546-FOKWR,No,Female,No,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2.4916666666666667,74.75,1129.35
3257,4547-FZJWE,No,Male,No,Yes,Yes,55,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),1.9816666666666667,59.45,3157.0
3258,4547-KQRTM,Yes,Female,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2.6683333333333334,80.05,830.7
3259,4547-LYTDD,Yes,Female,No,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,2.421666666666667,72.65,1194.3
3260,4548-SDBKE,Yes,Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,2.8400000000000003,85.2,474.8
3261,4549-ZDQYY,No,Female,No,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),1.9316666666666669,57.95,3042.25
3262,4550-EVXNY,Yes,Female,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2.3216666666666668,69.65,69.65
3263,4550-VBOFE,Yes,Male,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.4316666666666666,102.95,7101.5
3264,4553-DVPZG,No,Female,No,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.378333333333333,101.35,6164.7
3265,4554-YGZIH,Yes,Male,Yes,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),3.0016666666666665,90.05,4547.25
3266,4555-YIGPD,undefined,Female,No,No,Yes,4,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,1.9066666666666667,57.2,223.75
3267,4558-CGYCZ,No,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.6583333333333333,19.75,78.3
3268,4558-FANTW,Yes,Female,No,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,3.0616666666666665,91.85,1574.45
3269,4559-UWIHT,No,Male,No,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,2.7550000000000003,82.65,1185.0
3270,4560-WQAQW,No,Female,No,No,No,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),2.29,68.7,4070.95
3271,4565-EVZMJ,No,Female,No,No,No,47,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,1.9633333333333334,58.9,2813.05
3272,4565-NLZBV,No,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.8216666666666667,24.65,1710.15
3273,4566-GOLUK,Yes,Male,No,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),3.578333333333333,107.35,5118.95
3274,4566-NECEV,No,Male,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,3.2183333333333333,96.55,500.1
3275,4566-QVRRW,Yes,Female,No,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1.4683333333333333,44.05,483.7
3276,4567-AKPIA,No,Female,No,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),3.6366666666666663,109.1,4454.25
3277,4568-KNYWR,No,Male,No,No,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),2.1083333333333334,63.25,3342.45
3278,4568-TTZRT,No,Male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.6799999999999999,20.4,181.8
3279,4570-QHXHL,No,Female,No,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1.4583333333333333,43.75,405.7
3280,4572-DVCGN,Yes,Female,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),2.675,80.25,846.0
3281,4573-JKNAE,No,Male,No,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.645,19.35,212.3
3282,4576-CSAJH,Yes,Male,No,No,No,22,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),1.8383333333333334,55.15,1193.05
3283,4578-PHJYZ,No,Male,No,Yes,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,2.2916666666666665,68.75,3482.85
3284,4580-TMHJU,Yes,Female,No,Yes,Yes,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,1.8716666666666666,56.15,2499.3
3285,4581-LNWUM,No,Female,No,No,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,1.6383333333333332,49.15,649.4
3286,4581-SSPWD,Yes,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2.5266666666666664,75.8,246.3
3287,4583-PARNH,No,Male,Yes,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,3.0516666666666667,91.55,1540.05
3288,4584-LBNMK,No,Male,Yes,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.8233333333333334,24.7,1174.35
3289,4585-HETAI,Yes,Female,No,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,2.4583333333333335,73.75,325.45
3290,4585-XOMAN,undefined,Male,Yes,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),2.8400000000000003,85.2,2874.45
3291,4587-NUKOX,Yes,Female,No,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,2.6366666666666663,79.1,246.5
3292,4587-VVTOX,Yes,Female,No,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.51,105.3,545.2
3293,4588-YBNIB,Yes,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.6533333333333334,19.6,19.6
3294,4589-IUAJB,No,Male,No,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.8083333333333333,24.25,1724.15
3295,4592-IWTJI,Yes,Female,No,Yes,Yes,3,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.99,29.7,91.7
3296,4597-ELFTS,Yes,Male,No,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0.83,24.9,1334.0
3297,4597-NUCQV,Yes,Male,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.375,101.25,2440.15
3298,4598-XLKNJ,Yes,Female,Yes,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.283333333333333,98.5,2514.5
3299,4598-ZADCK,No,Female,No,No,No,53,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,1.7866666666666666,53.6,2879.2
3300,4603-FDONU,undefined,Female,No,Yes,Yes,32,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1.1716666666666666,35.15,1051.05
3301,4603-JANFB,Yes,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2.328333333333333,69.85,69.85
3302,4607-CHPCA,Yes,Male,No,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,3.0133333333333336,90.4,2178.6
3303,4608-LCIMN,No,Male,No,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1.4883333333333333,44.65,369.15
3304,4609-KNNWG,No,Female,No,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.6633333333333333,19.9,550.1
3305,4610-WUVVT,undefined,Male,Yes,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,3.356666666666667,100.7,4541.2
3306,4611-ANLQC,No,Female,No,Yes,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,1.6683333333333332,50.05,2911.5
3307,4612-SSVHJ,No,Female,Yes,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2.7150000000000003,81.45,1671.6
3308,4612-THJBS,Yes,Female,Yes,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),3.4916666666666667,104.75,5510.65
3309,4614-NUVZD,Yes,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2.703333333333333,81.1,81.1
3310,4615-PIVVU,No,Female,No,No,No,42,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),2.216666666666667,66.5,2762.75
3311,4616-EWBNJ,No,Female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.67,20.1,318.6
3312,4616-ULAOA,No,Female,No,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),3.6933333333333334,110.8,7245.9
3313,4619-EVPHY,No,Female,Yes,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),3.033333333333333,91.0,1859.5
3314,4622-YNKIJ,No,Male,No,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,2.9650000000000003,88.95,3027.65
3315,4623-ZKHLY,No,Male,No,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),0.6816666666666666,20.45,471.55
3316,4625-EWPTF,Yes,Male,No,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,1.015,30.45,226.45
3317,4625-LAMOB,No,Male,No,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.6799999999999999,20.4,905.55
3318,4625-XMOYM,No,Female,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.875,26.25,1988.05
3319,4626-GYCZP,Yes,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.128333333333333,93.85,635.6
3320,4626-JYHAY,undefined,Female,Yes,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,3.1366666666666663,94.1,1782.4
3321,4626-OZDTJ,No,Female,No,Yes,No,51,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),2.621666666666667,78.65,3950.85
3322,4627-MIHJH,No,Female,Yes,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),3.675,110.25,7467.55
3323,4628-CTTLA,Yes,Male,No,No,No,57,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,1.3099999999999998,39.3,2111.45
3324,4628-WQCQQ,Yes,Male,No,No,Yes,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,2.8383333333333334,85.15,3030.6
3325,4629-NRXKX,Yes,Female,No,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,2.3466666666666667,70.4,147.15
3326,4631-OACRM,Yes,Male,Yes,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2.646666666666667,79.4,1156.1
3327,4632-PAOYU,No,Male,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.6649999999999999,19.95,433.5
3328,4632-XJMEX,No,Male,No,No,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),2.095,62.85,3419.5
3329,4633-MKHYU,No,Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,2.9466666666666668,88.4,788.6
3330,4634-JLRJT,No,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.6783333333333333,20.35,20.35
3331,4635-EJYPD,No,Male,No,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.6316666666666666,18.95,613.95
3332,4636-JGAAI,No,Male,No,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,2.9616666666666664,88.85,3000.25
3333,4636-OLWOE,No,Male,No,No,Yes,54,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,2.033333333333333,61.0,3283.05
3334,4636-QRJKY,Yes,Female,No,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,2.683333333333333,80.5,502.85
3335,4636-TVXVG,No,Male,No,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.6649999999999999,19.95,1244.8
3336,4640-UHDOS,Yes,Female,No,Yes,Yes,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,1.865,55.95,734.35
3337,4641-FROLU,No,Female,No,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.6433333333333333,19.3,602.9
3338,4644-OBGFZ,No,Male,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.65,19.5,1026.35
3339,4644-PIZRT,No,Male,No,Yes,Yes,17,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),2.3449999999999998,70.35,1201.65
3340,4646-QZXTF,No,Female,No,Yes,No,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),2.7083333333333335,81.25,580.1
3341,4647-MUZON,No,Female,No,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),3.1983333333333333,95.95,1745.5
3342,4647-XXZAM,No,Female,No,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1.5166666666666666,45.5,285.2
3343,4648-YPBTM,No,Male,No,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),2.4633333333333334,73.9,3958.25
3344,4652-NNHNY,Yes,Male,No,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2.4616666666666664,73.85,1284.2
3345,4652-ODEVH,No,Male,No,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.815,24.45,1088.25
3346,4654-DLAMQ,No,Female,Yes,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),3.2333333333333334,97.0,6430.9
3347,4654-GGUII,No,Female,No,No,No,18,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,1.34,40.2,711.95
3348,4654-ULTTN,No,Male,No,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),2.493333333333333,74.8,5315.8
3349,4656-CAURT,No,Male,No,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.7983333333333333,23.95,1713.1
3350,4657-FWVFY,No,Female,No,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),3.2116666666666664,96.35,3915.4
3351,4658-HCOHW,Yes,Female,No,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3.4266666666666667,102.8,2110.15
3352,4659-NZRUF,Yes,Female,No,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,3.171666666666667,95.15,1789.25
3353,4660-IRIBM,No,Male,No,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,2.93,87.9,1500.5
3354,4661-NJEUX,No,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.6683333333333333,20.05,20.05
3355,4662-EKDPQ,Yes,Male,No,No,No,2,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),2.0683333333333334,62.05,118.3
3356,4664-NJCMS,No,Female,No,Yes,No,33,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1.9849999999999999,59.55,2016.3
3357,4667-OHGKG,Yes,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.6433333333333333,19.3,19.3
3358,4667-QONEA,No,Female,Yes,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),2.4949999999999997,74.85,4456.35
3359,4670-TABXH,No,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),3.658333333333333,109.75,7758.9
3360,4671-LXRDQ,Yes,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1.5,45.0,96.45
3361,4671-VJLCL,No,Female,No,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),2.6616666666666666,79.85,4861.45
3362,4672-FOTSD,No,Male,No,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,2.2416666666666667,67.25,832.3
3363,4673-KKSLS,No,Female,No,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,2.92,87.6,2724.25
3364,4674-HGNUA,No,Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),2.996666666666667,89.9,6457.15
3365,4674-LRJIC,undefined,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,3.146666666666667,94.4,94.4
3366,4676-MQUEA,No,Male,Yes,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),3.396666666666667,101.9,5265.5
3367,4676-WLUHT,No,Male,No,No,No,54,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),1.54,46.2,2431.95
3368,4678-DVQEO,Yes,Female,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,1.74,52.2,52.2
3369,4680-KUTAJ,No,Female,Yes,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,1.8533333333333333,55.6,580.8
3370,4682-BLBUC,No,Male,No,Yes,No,44,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,2.365,70.95,3250.45
3371,4683-WYDOU,No,Male,No,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),3.5866666666666664,107.6,6912.7
3372,4685-ERGHK,No,Male,No,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,2.896666666666667,86.9,4939.25
3373,4685-TFLLS,No,Male,No,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.66,19.8,342.3
3374,4686-GEFRM,No,Male,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),3.29,98.7,6858.9
3375,4686-UXDML,No,Female,No,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),3.328333333333333,99.85,1992.55
3376,4690-LLKUA,Yes,Male,Yes,No,No,17,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1.5016666666666665,45.05,770.6
3377,4690-PKDQG,No,Female,Yes,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,3.185,95.55,3930.6
3378,4691-NEWPF,undefined,Male,No,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1.53,45.9,521.9
3379,4692-NNQRU,No,Female,No,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,2.64,79.2,1742.45
3380,4693-VWVBO,No,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0.6516666666666667,19.55,61.05
3381,4694-PHWFW,No,Female,No,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.6649999999999999,19.95,170.9
3382,4695-VADHF,Yes,Male,No,Yes,Yes,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,1.915,57.45,990.85
3383,4695-WJZUE,Yes,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,2.9516666666666667,88.55,179.25
